"Scaffold"	"Start"	"End"	"Prop_TEs"
"Ca_s6__5"	36600001	36700000	0.13112
"Ca_s6__5"	36700001	36800000	0.18416
"Ca_s6__5"	36800001	36900000	0.14639
"Ca_s6__5"	36900001	37000000	0.16445
"Ca_s6__5"	37000001	37100000	0.18833
"Ca_s6__5"	37100001	37200000	0.19466
"Ca_s6__5"	37200001	37300000	0.17613
"Ca_s6__5"	37300001	37400000	0.17057
"Ca_s6__5"	37400001	37500000	0.12493
"Ca_s6__5"	37500001	37600000	0.14785
"Ca_s6__5"	37600001	37700000	0.20081
"Ca_s6__5"	37700001	37800000	0.2072
"Ca_s6__5"	37800001	37900000	0.15033
"Ca_s6__5"	37900001	38000000	0.1877
"Ca_s6__5"	38000001	38100000	0.19404
"Ca_s6__5"	38100001	38200000	0.11684
"Ca_s6__5"	38200001	38300000	0.12806
"Ca_s6__5"	38300001	38400000	0.15815
"Ca_s6__5"	38400001	38500000	0.07964
"Ca_s6__5"	38500001	38600000	0.11757
"Ca_s6__5"	38600001	38700000	0.23285
"Ca_s6__5"	38700001	38800000	0.08025
"Ca_s6__5"	38800001	38900000	0.15862
"Ca_s6__5"	38900001	39000000	0.43593
"Ca_s6__5"	39000001	39100000	0.14
"Ca_s6__5"	39100001	39200000	0.11039
"Ca_s6__5"	39200001	39300000	0.18278
"Ca_s6__5"	39300001	39400000	0.13617
"Ca_s6__5"	39400001	39500000	0.16564
"Ca_s6__5"	39500001	39600000	0.19385
"Ca_s6__5"	39600001	39700000	0.13483
"Ca_s6__5"	39700001	39800000	0.0923
"Ca_s6__5"	39800001	39900000	0.12358
"Ca_s6__5"	39900001	40000000	0.15626
"Ca_s6__5"	40000001	40100000	0.20298
"Ca_s6__5"	40100001	40200000	0.14205
"Ca_s6__5"	40200001	40300000	0.19378
"Ca_s6__5"	40300001	40400000	0.1589
"Ca_s6__5"	40400001	40500000	0.17081
"Ca_s6__5"	40500001	40600000	0.28897
"Ca_s6__5"	40600001	40700000	0.3752
"Ca_s6__5"	40700001	40800000	0.29391
"Ca_s6__5"	40800001	40900000	0.32409
"Ca_s6__5"	40900001	41000000	0.1972
"Ca_s6__5"	41000001	41100000	0.18738
"Ca_s6__5"	41100001	41200000	0.23294
"Ca_s6__5"	41200001	41300000	0.27468
"Ca_s6__5"	41300001	41400000	0.21261
"Ca_s6__5"	41400001	41500000	0.2054
"Ca_s6__5"	41500001	41600000	0.34618
"Ca_s6__5"	41600001	41700000	0.30538
"Ca_s6__5"	41700001	41800000	0.20634
"Ca_s6__5"	41800001	41900000	0.24677
"Ca_s6__5"	41900001	42000000	0.37377
"Ca_s6__5"	42000001	42100000	0.27775
"Ca_s6__5"	42100001	42200000	0.2389
"Ca_s6__5"	42200001	42300000	0.25658
"Ca_s6__5"	42300001	42400000	0.23328
"Ca_s6__5"	42400001	42500000	0.26046
"Ca_s6__5"	42500001	42600000	0.2243
"Ca_s6__5"	42600001	42700000	0.23615
"Ca_s6__5"	42700001	42800000	0.15131
"Ca_s6__5"	42800001	42900000	0.22274
"Ca_s6__5"	42900001	43000000	0.29214
"Ca_s6__5"	43000001	43100000	0.36375
"Ca_s6__5"	43100001	43200000	0.22087
"Ca_s6__5"	43200001	43300000	0.21781
"Ca_s6__5"	43300001	43400000	0.2485
"Ca_s6__5"	43400001	43500000	0.20399
"Ca_s6__5"	43500001	43600000	0.15751
"Ca_s6__5"	43600001	43700000	0.1968
"Ca_s6__5"	43700001	43800000	0.28278
"Ca_s6__5"	43800001	43900000	0.30943
"Ca_s6__5"	43900001	44000000	0.36267
"Ca_s6__5"	44000001	44100000	0.20302
"Ca_s6__5"	44100001	44200000	0.14799
"Ca_s6__5"	44200001	44300000	0.11987
"Ca_s6__5"	44300001	44400000	0.26457
"Ca_s6__5"	44400001	44500000	0.20863
"Ca_s6__5"	44500001	44600000	0.19266
"Ca_s6__5"	44600001	44700000	0.1515
"Ca_s6__5"	44700001	44800000	0.14041
"Ca_s6__5"	44800001	44900000	0.07952
"Ca_s6__5"	44900001	45000000	0.21663
"Ca_s6__5"	45000001	45100000	0.1861
"Ca_s6__5"	45100001	45200000	0.17493
"Ca_s6__5"	45200001	45300000	0.25373
"Ca_s6__5"	45300001	45400000	0.22512
"Ca_s6__5"	45400001	45500000	0.20045
"Ca_s6__5"	45500001	45600000	0.09602
"Ca_s6__5"	45600001	45700000	0.20245
"Ca_s6__5"	45700001	45800000	0.22675
"Ca_s6__5"	45800001	45900000	0.23941
"Ca_s6__5"	45900001	46000000	0.33424
"Ca_s6__5"	46000001	46100000	0.32903
"Ca_s6__5"	46100001	46200000	0.26942
"Ca_s6__5"	46200001	46300000	0.21615
"Ca_s6__5"	46300001	46400000	0.22303
"Ca_s6__5"	46400001	46500000	0.18838
"Ca_s6__5"	46500001	46600000	0.31931
"Ca_s6__5"	46600001	46700000	0.20816
"Ca_s6__5"	46700001	46800000	0.27034
"Ca_s6__5"	46800001	46900000	0.39421
"Ca_s6__5"	46900001	47000000	0.46426
"Ca_s6__5"	47000001	47100000	0.48641
"Ca_s6__5"	47100001	47200000	0.49678
"Ca_s6__5"	47200001	47300000	0.4822
"Ca_s6__5"	47300001	47400000	0.55126
"Ca_s6__5"	47400001	47500000	0.52991
"Ca_s6__5"	47500001	47600000	0.34475
"Ca_s6__5"	47600001	47700000	0.49354
"Ca_s6__5"	47700001	47800000	0.4058
"Ca_s6__5"	47800001	47900000	0.54367
"Ca_s6__5"	47900001	48000000	0.3262
"Ca_s6__5"	48000001	48100000	0.47542
"Ca_s6__5"	48100001	48200000	0.5453
"Ca_s6__5"	48200001	48300000	0.46294
"Ca_s6__5"	48300001	48400000	0.47906
"Ca_s6__5"	48400001	48500000	0.43926
"Ca_s6__5"	48500001	48600000	0.2241
"Ca_s6__5"	48600001	48700000	0.53398
"Ca_s6__5"	48700001	48800000	0.508
"Ca_s6__5"	48800001	48900000	0.52033
"Ca_s6__5"	48900001	49000000	0.52813
"Ca_s6__5"	49000001	49100000	0.42324
"Ca_s6__5"	49100001	49200000	0.40231
"Ca_s6__5"	49200001	49300000	0.40261
"Ca_s6__5"	49300001	49400000	0.41981
"Ca_s6__5"	49400001	49500000	0.32892
"Ca_s6__5"	49500001	49600000	0.2842
"Ca_s6__5"	49600001	49700000	0.32924
"Ca_s6__5"	49700001	49800000	0.45953
"Ca_s6__5"	49800001	49900000	0.43941
"Ca_s6__5"	49900001	50000000	0.44837
"Ca_s6__5"	50000001	50100000	0.56791
"Ca_s6__5"	50100001	50200000	0.52744
"Ca_s6__5"	50200001	50300000	0.46098
"Ca_s6__5"	50300001	50400000	0.43878
"Ca_s6__5"	50400001	50500000	0.42888
"Ca_s6__5"	50500001	50600000	0.39929
"Ca_s6__5"	50600001	50700000	0.41198
"Ca_s6__5"	50700001	50800000	0.40102
"Ca_s6__5"	50800001	50900000	0.324
"Ca_s6__5"	50900001	51000000	0.18874
"Ca_s6__5"	51000001	51100000	0.22302
"Ca_s6__5"	51100001	51200000	0.28156
"Ca_s6__5"	51200001	51300000	0.34053
"Ca_s6__5"	51300001	51400000	0.2535
"Ca_s6__5"	51400001	51500000	0.14438
"Ca_s6__5"	51500001	51600000	0.12121
"Ca_s6__5"	51600001	51700000	0.17666
"Ca_s6__5"	51700001	51800000	0.26673
"Ca_s6__5"	51800001	51900000	0.33719
"Ca_s6__5"	51900001	52000000	0.23046
"Ca_s6__5"	52000001	52100000	0.30412
"Ca_s6__5"	52100001	52200000	0.50783
"Ca_s6__5"	52200001	52300000	0.3213
"Ca_s6__5"	52300001	52400000	0.22873
"Ca_s6__5"	52400001	52500000	0.23545
"Ca_s6__5"	52500001	52600000	0.15313
"Ca_s6__5"	52600001	52700000	0.19495
"Ca_s6__5"	52700001	52800000	0.18216
"Ca_s6__5"	52800001	52900000	0.10532
"Ca_s6__5"	52900001	53000000	0.14238
"Ca_s6__5"	53000001	53100000	0.22297
"Ca_s6__5"	53100001	53200000	0.17901
"Ca_s6__5"	53200001	53300000	0.22326
"Ca_s6__5"	53300001	53400000	0.17478
"Ca_s6__5"	53400001	53500000	0.17324
"Ca_s6__5"	53500001	53600000	0.20968
"Ca_s6__5"	53600001	53700000	0.22967
"Ca_s6__5"	53700001	53800000	0.1902
"Ca_s6__5"	53800001	53900000	0.27254
"Ca_s6__5"	53900001	54000000	0.18109
"Ca_s6__5"	54000001	54100000	0.28307
"Ca_s6__5"	54100001	54200000	0.22123
"Ca_s6__5"	54200001	54300000	0.24004
"Ca_s6__5"	54300001	54400000	0.15674
"Ca_s6__5"	54400001	54500000	0.23976
"Ca_s6__5"	54500001	54600000	0.24028
"Ca_s6__5"	54600001	54700000	0.12124
"Ca_s26__5A"	1	100000	0.07685
"Ca_s26__5A"	100001	200000	0.20601
"Ca_s26__5A"	200001	300000	0.41898
"Ca_s26__5A"	300001	400000	0.48468
"Ca_s26__5A"	400001	500000	0.44092
"Ca_s26__5A"	500001	600000	0.57034
"Ca_s26__5A"	600001	700000	0.34753
"Ca_s26__5A"	700001	800000	0.43878
"Ca_s26__5A"	800001	900000	0.44071
"Ca_s26__5A"	900001	1000000	0.46013
"Ca_s26__5A"	1000001	1100000	0.55283
"Ca_s26__5A"	1100001	1200000	0.5362
"Ca_s26__5A"	1200001	1300000	0.46609
"Ca_s26__5A"	1300001	1400000	0.44185
"Ca_s26__5A"	1400001	1500000	0.59564
"Ca_s26__5A"	1500001	1600000	0.56048
"Ca_s26__5A"	1600001	1700000	0.46905
"Ca_s26__5A"	1700001	1800000	0.54713
"Ca_s26__5A"	1800001	1900000	0.33303
"Ca_s26__5A"	1900001	2000000	0.50513
"Ca_s26__5A"	2000001	2100000	0.57243
"Ca_s26__5A"	2100001	2200000	0.43777
"Ca_s26__5A"	2200001	2300000	0.54554
"Ca_s26__5A"	2300001	2400000	0.62228
"Ca_s26__5A"	2400001	2500000	0.4705
"Ca_s26__5A"	2500001	2600000	0.34095
"Ca_s26__5A"	2600001	2700000	0.42113
"Ca_s26__5A"	2700001	2800000	0.39462
"Ca_s26__5A"	2800001	2900000	0.5249
"Ca_s26__5A"	2900001	3000000	0.48182
"Ca_s26__5A"	3000001	3100000	0.25069
"Ca_s26__5A"	3100001	3200000	0.38433
"Ca_s26__5A"	3200001	3300000	0.40421
"Ca_s26__5A"	3300001	3400000	0.40082
"Ca_s26__5A"	3400001	3500000	0.29182
"Ca_s26__5A"	3500001	3600000	0.3403
"Ca_s26__5A"	3600001	3700000	0.3905
"Ca_s26__5A"	3700001	3800000	0.38518
"Ca_s26__5A"	3800001	3900000	0.36567
"Ca_s26__5A"	3900001	4000000	0.31263
"Ca_s26__5A"	4000001	4100000	0.34263
"Ca_s26__5A"	4100001	4200000	0.3765
"Ca_s26__5A"	4200001	4300000	0.36939
"Ca_s26__5A"	4300001	4400000	0.30198
"Ca_s26__5A"	4400001	4500000	0.27481
"Ca_s26__5A"	4500001	4600000	0.19014
"Ca_s26__5A"	4600001	4700000	0.24011
"Ca_s26__5A"	4700001	4800000	0.33828
"Ca_s26__5A"	4800001	4900000	0.42838
"Ca_s26__5A"	4900001	5000000	0.367
"Ca_s26__5A"	5000001	5100000	0.36978
"Ca_s26__5A"	5100001	5200000	0.43715
"Ca_s26__5A"	5200001	5300000	0.2835
"Ca_s26__5A"	5300001	5400000	0.17436
"Ca_s26__5A"	5400001	5500000	0.21628
"Ca_s26__5A"	5500001	5600000	0.31922
"Ca_s26__5A"	5600001	5700000	0.27016
"Ca_s26__5A"	5700001	5800000	0.30998
"Ca_s26__5A"	5800001	5900000	0.21905
"Ca_s26__5A"	5900001	6000000	0.14554
"Ca_s26__5A"	6000001	6100000	0.15598
"Ca_s26__5A"	6100001	6200000	0.21221
"Ca_s26__5A"	6200001	6300000	0.2394
"Ca_s26__5A"	6300001	6400000	0.12046
"Ca_s26__5A"	6400001	6500000	0.15753
"Ca_s26__5A"	6500001	6600000	0.16848
"Ca_s26__5A"	6600001	6700000	0.20056
"Ca_s26__5A"	6700001	6800000	0.11773
"Ca_s26__5A"	6800001	6900000	0.08992
"Ca_s26__5A"	6900001	7000000	0.11746
"Ca_s26__5A"	7000001	7100000	0.10988
"Ca_s26__5A"	7100001	7200000	0.09773
"Ca_s26__5A"	7200001	7300000	0.08144
"Ca_s26__5A"	7300001	7400000	0.10349
"Ca_s26__5A"	7400001	7500000	0.08358
"Ca_s26__5A"	7500001	7600000	0.09124
"Ca_s26__5A"	7600001	7700000	0.03746
"Ca_s26__5A"	7700001	7800000	0.05314
"Ca_s26__5A"	7800001	7900000	0.03911
"Ca_s26__5A"	7900001	8000000	0.0513
"Ca_s26__5A"	8000001	8100000	0.09405
"Ca_s26__5A"	8100001	8200000	0.11817
"Ca_s26__5A"	8200001	8300000	0.11514
"Ca_s26__5A"	8300001	8400000	0.08359
"Ca_s26__5A"	8400001	8500000	0.02803
"Ca_s26__5A"	8500001	8600000	0.05702
"Ca_s26__5A"	8600001	8700000	0.08669
"Ca_s26__5A"	8700001	8800000	0.05481
"Ca_s26__5A"	8800001	8900000	0.07473
"Ca_s26__5A"	8900001	9000000	0.08027
"Ca_s26__5A"	9000001	9100000	0.07035
"Ca_s26__5A"	9100001	9200000	0.05218
"Ca_s26__5A"	9200001	9300000	0.03369
"Ca_s26__5A"	9300001	9400000	0.03329
"Ca_s26__5A"	9400001	9500000	0.04774
"Ca_s26__5A"	9500001	9600000	0.06072
"Ca_s26__5A"	9600001	9700000	0.05072
"Ca_s26__5A"	9700001	9800000	0.08912
"Ca_s26__5A"	9800001	9900000	0.08214
"Ca_s26__5A"	9900001	10000000	0.07109
"Ca_s26__5A"	10000001	10100000	0.08546
"Ca_s26__5A"	10100001	10200000	0.07841
"Ca_s26__5A"	10200001	10300000	0.07229
"Ca_s26__5A"	10300001	10400000	0.06352
"Ca_s26__5A"	10400001	10500000	0.04042
"Ca_s26__5A"	10500001	10600000	0.04052
"Ca_s26__5A"	10600001	10700000	0.07063
"Ca_s26__5A"	10700001	10800000	0.05169
"Ca_s26__5A"	10800001	10900000	0.09616
"Ca_s26__5A"	10900001	11000000	0.10873
"Ca_s26__5A"	11000001	11100000	0.10229
"Ca_s26__5A"	11100001	11200000	0.07204
"Ca_s26__5A"	11200001	11300000	0.09797
"Ca_s26__5A"	11300001	11400000	0.13917
"Ca_s26__5A"	11400001	11500000	0.14796
"Ca_s26__5A"	11500001	11600000	0.11351
"Ca_s26__5A"	11600001	11700000	0.10542
"Ca_s26__5A"	11700001	11800000	0.19288
"Ca_s26__5A"	11800001	11900000	0.10133
"Ca_s26__5A"	11900001	12000000	0.15152
"Ca_s26__5A"	12000001	12100000	0.12818
"Ca_s26__5A"	12100001	12200000	0.0814
"Ca_s26__5A"	12200001	12300000	0.06807
"Ca_s26__5A"	12300001	12400000	0.04662
"Ca_s26__5A"	12400001	12500000	0.06405
"Ca_s26__5A"	12500001	12600000	0.05131
"Ca_s26__5A"	12600001	12700000	0.05225
"Ca_s26__5A"	12700001	12800000	0.02495
"Ca_s26__5A"	12800001	12900000	0.02767
"Ca_s26__5A"	12900001	13000000	0.05698
"Ca_s26__5A"	13000001	13100000	0.03822
"Ca_s26__5A"	13100001	13200000	0.04695
"Ca_s26__5A"	13200001	13300000	0.06274
"Ca_s26__5A"	13300001	13400000	0.098
"Ca_s26__5A"	13400001	13500000	0.11351
"Ca_s26__5A"	13500001	13600000	0.312
"Ca_s26__5A"	13600001	13700000	0.2619
"Ca_s26__5A"	13700001	13800000	0.25942
"Ca_s26__5A"	13800001	13900000	0.31299
"Ca_s26__5A"	13900001	14000000	0.18638
"Ca_s26__5A"	14000001	14100000	0.24936
"Ca_s26__5A"	14100001	14200000	0.16027
"Ca_s26__5A"	14200001	14300000	0.34779
"Ca_s26__5A"	14300001	14400000	0.43858
"Ca_s26__5A"	14400001	14500000	0.35563
"Ca_s26__5A"	14500001	14600000	0.37998
"Ca_s26__5A"	14600001	14700000	0.27872
"Ca_s26__5A"	14700001	14800000	0.23853
"Ca_s26__5A"	14800001	14900000	0.35735
"Ca_s26__5A"	14900001	15000000	0.31153
"Ca_s26__5A"	15000001	15100000	0.10522
"Ca_s26__5A"	15100001	15200000	0.05634
"Ca_s26__5A"	15200001	15300000	0.06359
"Ca_s26__5A"	15300001	15400000	0.07009
"Ca_s26__5A"	15400001	15500000	0.05697
"Ca_s26__5A"	15500001	15600000	0.05804
"Ca_s26__5A"	15600001	15700000	0.0967
"Ca_s26__5A"	15700001	15800000	0.1663
"Ca_s26__5A"	15800001	15900000	0.22395
"Ca_s26__5A"	15900001	16000000	0.23596
"Ca_s26__5A"	16000001	16100000	0.23634
"Ca_s26__5A"	16100001	16200000	0.34168
"Ca_s26__5A"	16200001	16300000	0.21052
"Ca_s26__5A"	16300001	16400000	0.29966
"Ca_s26__5A"	16400001	16500000	0.28742
"Ca_s26__5A"	16500001	16600000	0.33062
"Ca_s26__5A"	16600001	16700000	0.39565
"Ca_s26__5A"	16700001	16800000	0.35152
"Ca_s26__5A"	16800001	16900000	0.23736
"Ca_s26__5A"	16900001	17000000	0.2922
"Ca_s26__5A"	17000001	17100000	0.27616
"Ca_s26__5A"	17100001	17200000	0.22865
"Ca_s26__5A"	17200001	17300000	0.1815
"Ca_s26__5A"	17300001	17400000	0.18558
"Ca_s26__5A"	17400001	17500000	0.17559
"Ca_s26__5A"	17500001	17600000	0.17767
"Ca_s26__5A"	17600001	17700000	0.09371
"Ca_s26__5A"	17700001	17800000	0.1352
"Ca_s26__5A"	17800001	17900000	0.13446
"Ca_s26__5A"	17900001	18000000	0.08247
"Ca_s26__5A"	18000001	18100000	0.14703
"Ca_s26__5A"	18100001	18200000	0.09115
"Ca_s26__5A"	18200001	18300000	0.0755
"Ca_s26__5A"	18300001	18400000	0.12093
"Ca_s26__5A"	18400001	18500000	0.10898
"Ca_s26__5A"	18500001	18600000	0.10225
"Ca_s26__5A"	18600001	18700000	0.24295
"Ca_s26__5A"	18700001	18800000	0.18382
"Ca_s26__5A"	18800001	18900000	0.12512
"Ca_s26__5A"	18900001	19000000	0.11098
"Ca_s26__5A"	19000001	19100000	0.1418
"Ca_s26__5A"	19100001	19200000	0.12576
"Ca_s26__5A"	19200001	19300000	0.04767
"Ca_s26__5A"	19300001	19400000	0.09518
"Ca_s26__5A"	19400001	19500000	0.06304
"Ca_s26__5A"	19500001	19600000	0.12233
"Ca_s26__5A"	19600001	19700000	0.107
"Ca_s26__5A"	19700001	19800000	0.21365
"Ca_s26__5A"	19800001	19900000	0.34535
"Ca_s26__5A"	19900001	20000000	0.27194
"Ca_s26__5A"	20000001	20100000	0.16302
"Ca_s26__5A"	20100001	20200000	0.06015
"Ca_s26__5A"	20200001	20300000	0.18976
"Ca_s26__5A"	20300001	20400000	0.09129
"Ca_s26__5A"	20400001	20500000	0.16083
"Ca_s8__6"	1	100000	0.11139
"Ca_s8__6"	100001	200000	0.15982
"Ca_s8__6"	200001	300000	0.13165
"Ca_s8__6"	300001	400000	0.09108
"Ca_s8__6"	400001	500000	0.12933
"Ca_s8__6"	500001	600000	0.15673
"Ca_s8__6"	600001	700000	0.14708
"Ca_s8__6"	700001	800000	0.08143
"Ca_s8__6"	800001	900000	0.0979
"Ca_s8__6"	900001	1000000	0.20831
"Ca_s8__6"	1000001	1100000	0.36
"Ca_s8__6"	1100001	1200000	0.22508
"Ca_s8__6"	1200001	1300000	0.31026
"Ca_s8__6"	1300001	1400000	0.12412
"Ca_s8__6"	1400001	1500000	0.1922
"Ca_s8__6"	1500001	1600000	0.37409
"Ca_s8__6"	1600001	1700000	0.24877
"Ca_s8__6"	1700001	1800000	0.26467
"Ca_s8__6"	1800001	1900000	0.37484
"Ca_s8__6"	1900001	2000000	0.3477
"Ca_s8__6"	2000001	2100000	0.34892
"Ca_s8__6"	2100001	2200000	0.33661
"Ca_s8__6"	2200001	2300000	0.35653
"Ca_s8__6"	2300001	2400000	0.34897
"Ca_s8__6"	2400001	2500000	0.25895
"Ca_s8__6"	2500001	2600000	0.23345
"Ca_s8__6"	2600001	2700000	0.27239
"Ca_s8__6"	2700001	2800000	0.22959
"Ca_s8__6"	2800001	2900000	0.1311
"Ca_s8__6"	2900001	3000000	0.23636
"Ca_s8__6"	3000001	3100000	0.18208
"Ca_s8__6"	3100001	3200000	0.15697
"Ca_s8__6"	3200001	3300000	0.11436
"Ca_s8__6"	3300001	3400000	0.19474
"Ca_s8__6"	3400001	3500000	0.15705
"Ca_s8__6"	3500001	3600000	0.1659
"Ca_s8__6"	3600001	3700000	0.17393
"Ca_s8__6"	3700001	3800000	0.25756
"Ca_s8__6"	3800001	3900000	0.37551
"Ca_s8__6"	3900001	4000000	0.19494
"Ca_s8__6"	4000001	4100000	0.32233
"Ca_s8__6"	4100001	4200000	0.14989
"Ca_s8__6"	4200001	4300000	0.2891
"Ca_s8__6"	4300001	4400000	0.28146
"Ca_s8__6"	4400001	4500000	0.37252
"Ca_s8__6"	4500001	4600000	0.35721
"Ca_s8__6"	4600001	4700000	0.24691
"Ca_s8__6"	4700001	4800000	0.14495
"Ca_s8__6"	4800001	4900000	0.27335
"Ca_s8__6"	4900001	5000000	0.35306
"Ca_s8__6"	5000001	5100000	0.32485
"Ca_s8__6"	5100001	5200000	0.23979
"Ca_s8__6"	5200001	5300000	0.30197
"Ca_s8__6"	5300001	5400000	0.29799
"Ca_s8__6"	5400001	5500000	0.40835
"Ca_s8__6"	5500001	5600000	0.36771
"Ca_s8__6"	5600001	5700000	0.24379
"Ca_s8__6"	5700001	5800000	0.2923
"Ca_s8__6"	5800001	5900000	0.27359
"Ca_s8__6"	5900001	6000000	0.39289
"Ca_s8__6"	6000001	6100000	0.31472
"Ca_s8__6"	6100001	6200000	0.45406
"Ca_s8__6"	6200001	6300000	0.39104
"Ca_s8__6"	6300001	6400000	0.24665
"Ca_s8__6"	6400001	6500000	0.22606
"Ca_s8__6"	6500001	6600000	0.26341
"Ca_s8__6"	6600001	6700000	0.34059
"Ca_s8__6"	6700001	6800000	0.19032
"Ca_s8__6"	6800001	6900000	0.25364
"Ca_s8__6"	6900001	7000000	0.31084
"Ca_s8__6"	7000001	7100000	0.29354
"Ca_s8__6"	7100001	7200000	0.31913
"Ca_s8__6"	7200001	7300000	0.28591
"Ca_s8__6"	7300001	7400000	0.24991
"Ca_s8__6"	7400001	7500000	0.25086
"Ca_s8__6"	7500001	7600000	0.26383
"Ca_s8__6"	7600001	7700000	0.25889
"Ca_s8__6"	7700001	7800000	0.32603
"Ca_s8__6"	7800001	7900000	0.30643
"Ca_s8__6"	7900001	8000000	0.25801
"Ca_s8__6"	8000001	8100000	0.34681
"Ca_s8__6"	8100001	8200000	0.29665
"Ca_s8__6"	8200001	8300000	0.34114
"Ca_s8__6"	8300001	8400000	0.23768
"Ca_s8__6"	8400001	8500000	0.18756
"Ca_s8__6"	8500001	8600000	0.21541
"Ca_s8__6"	8600001	8700000	0.13041
"Ca_s8__6"	8700001	8800000	0.24405
"Ca_s8__6"	8800001	8900000	0.23355
"Ca_s8__6"	8900001	9000000	0.30217
"Ca_s8__6"	9000001	9100000	0.27201
"Ca_s8__6"	9100001	9200000	0.1856
"Ca_s8__6"	9200001	9300000	0.27828
"Ca_s8__6"	9300001	9400000	0.25248
"Ca_s8__6"	9400001	9500000	0.18657
"Ca_s8__6"	9500001	9600000	0.2256
"Ca_s8__6"	9600001	9700000	0.21536
"Ca_s8__6"	9700001	9800000	0.13934
"Ca_s8__6"	9800001	9900000	0.09356
"Ca_s8__6"	9900001	10000000	0.12754
"Ca_s8__6"	10000001	10100000	0.07613
"Ca_s8__6"	10100001	10200000	0.18657
"Ca_s8__6"	10200001	10300000	0.1905
"Ca_s8__6"	10300001	10400000	0.17826
"Ca_s8__6"	10400001	10500000	0.23302
"Ca_s8__6"	10500001	10600000	0.2111
"Ca_s8__6"	10600001	10700000	0.24855
"Ca_s8__6"	10700001	10800000	0.27658
"Ca_s8__6"	10800001	10900000	0.39498
"Ca_s8__6"	10900001	11000000	0.33906
"Ca_s8__6"	11000001	11100000	0.27019
"Ca_s8__6"	11100001	11200000	0.30278
"Ca_s8__6"	11200001	11300000	0.32407
"Ca_s8__6"	11300001	11400000	0.34391
"Ca_s8__6"	11400001	11500000	0.20146
"Ca_s8__6"	11500001	11600000	0.20189
"Ca_s8__6"	11600001	11700000	0.206
"Ca_s8__6"	11700001	11800000	0.12621
"Ca_s8__6"	11800001	11900000	0.18419
"Ca_s8__6"	11900001	12000000	0.11215
"Ca_s8__6"	12000001	12100000	0.13328
"Ca_s8__6"	12100001	12200000	0.08534
"Ca_s8__6"	12200001	12300000	0.1689
"Ca_s8__6"	12300001	12400000	0.11097
"Ca_s8__6"	12400001	12500000	0.22894
"Ca_s8__6"	12500001	12600000	0.28522
"Ca_s8__6"	12600001	12700000	0.30887
"Ca_s8__6"	12700001	12800000	0.23138
"Ca_s8__6"	12800001	12900000	0.24308
"Ca_s8__6"	12900001	13000000	0.27358
"Ca_s8__6"	13000001	13100000	0.1842
"Ca_s8__6"	13100001	13200000	0.28857
"Ca_s8__6"	13200001	13300000	0.30562
"Ca_s8__6"	13300001	13400000	0.28062
"Ca_s8__6"	13400001	13500000	0.23377
"Ca_s8__6"	13500001	13600000	0.19771
"Ca_s8__6"	13600001	13700000	0.27997
"Ca_s8__6"	13700001	13800000	0.1668
"Ca_s8__6"	13800001	13900000	0.15012
"Ca_s8__6"	13900001	14000000	0.20157
"Ca_s8__6"	14000001	14100000	0.18302
"Ca_s8__6"	14100001	14200000	0.14218
"Ca_s8__6"	14200001	14300000	0.09331
"Ca_s8__6"	14300001	14400000	0.0848
"Ca_s8__6"	14400001	14500000	0.08234
"Ca_s8__6"	14500001	14600000	0.09963
"Ca_s8__6"	14600001	14700000	0.07628
"Ca_s8__6"	14700001	14800000	0.15134
"Ca_s8__6"	14800001	14900000	0.18572
"Ca_s8__6"	14900001	15000000	0.10911
"Ca_s8__6"	15000001	15100000	0.07707
"Ca_s8__6"	15100001	15200000	0.15928
"Ca_s8__6"	15200001	15300000	0.12628
"Ca_s8__6"	15300001	15400000	0.11858
"Ca_s8__6"	15400001	15500000	0.0874
"Ca_s8__6"	15500001	15600000	0.09965
"Ca_s8__6"	15600001	15700000	0.10625
"Ca_s8__6"	15700001	15800000	0.08272
"Ca_s8__6"	15800001	15900000	0.15412
"Ca_s8__6"	15900001	16000000	0.13988
"Ca_s8__6"	16000001	16100000	0.07302
"Ca_s8__6"	16100001	16200000	0.11417
"Ca_s8__6"	16200001	16300000	0.08411
"Ca_s8__6"	16300001	16400000	0.21182
"Ca_s8__6"	16400001	16500000	0.15492
"Ca_s8__6"	16500001	16600000	0.10319
"Ca_s8__6"	16600001	16700000	0.09512
"Ca_s8__6"	16700001	16800000	0.07997
"Ca_s8__6"	16800001	16900000	0.06491
"Ca_s8__6"	16900001	17000000	0.18536
"Ca_s8__6"	17000001	17100000	0.08203
"Ca_s8__6"	17100001	17200000	0.05251
"Ca_s8__6"	17200001	17300000	0.17272
"Ca_s8__6"	17300001	17400000	0.13809
"Ca_s8__6"	17400001	17500000	0.12899
"Ca_s8__6"	17500001	17600000	0.11199
"Ca_s8__6"	17600001	17700000	0.14809
"Ca_s8__6"	17700001	17800000	0.1439
"Ca_s8__6"	17800001	17900000	0.18547
"Ca_s8__6"	17900001	18000000	0.20815
"Ca_s8__6"	18000001	18100000	0.17155
"Ca_s8__6"	18100001	18200000	0.12886
"Ca_s8__6"	18200001	18300000	0.08726
"Ca_s8__6"	18300001	18400000	0.09036
"Ca_s8__6"	18400001	18500000	0.06732
"Ca_s8__6"	18500001	18600000	0.0947
"Ca_s8__6"	18600001	18700000	0.08065
"Ca_s8__6"	18700001	18800000	0.08343
"Ca_s8__6"	18800001	18900000	0.06429
